coach,team,seas_num_fr,seas_num_ovr,games,wins,losses,fr_g,fr_w,fr_l,car_g,car_w,car_l,car_w_pct,p_g,p_w,p_l,p_fr_g,p_fr_w,p_fr_l,p_car_g,p_car_w,p_car_l,year,Abbrev,Nickname,Key,Season,Draft_Draft_Trade,Trade,Free_Agency,Total_Roster,Wins,Losses,Team_Achievement,All-Star,MVP,First_Round_Draft,Second_Plus_Round_Draft,Undrafted,Avg_Age,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
Frank Vogel,IND,2,2,66,42,24,104,62,42,104,62,42,0.596,11.0,6.0,5.0,16.0,7.0,9.0,16.0,7.0,9.0,2012,IND,Pacers,IND2012,2012-2013,7.0,2.0,6.0,15.0,49.0,32.0,Conference Finals,1.0,0.0,10.0,4.0,1.0,25.1,82.0,53.0,29.0,3961.0,107.1,102.9,4.2,56.2,1.44,16.2,30.8,71.4,51.7,15.4,50.1,54.8,91.23,53.0
Vinny Del Negro,LAC,2,4,66,40,26,148,72,76,312,154,158,0.494,11.0,4.0,7.0,11.0,4.0,7.0,23.0,8.0,15.0,2012,LAC,Clippers,LAC2012,2012-2013,3.0,3.0,9.0,15.0,56.0,26.0,First Round,2.0,0.0,8.0,6.0,1.0,28.6,82.0,54.0,28.0,3946.0,109.0,105.6,3.4,59.5,1.45,16.9,31.1,68.3,50.3,16.0,51.2,56.3,95.39,52.9
Mike Brown,LAL,1,6,66,41,25,66,41,25,476,313,163,0.6579999999999999,12.0,5.0,7.0,12.0,5.0,7.0,83.0,47.0,36.0,2012,LAL,Lakers,LAL2012,2012-2013,4.0,6.0,5.0,15.0,45.0,37.0,First Round,2.0,0.0,8.0,7.0,0.0,27.9,82.0,19.0,63.0,3976.0,101.0,110.1,-9.2,58.3,1.41,16.4,28.7,67.9,47.9,15.8,48.1,52.0,93.3,44.1
Lionel Hollins,MEM,6,6,66,41,25,333,158,175,333,158,175,0.474,7.0,3.0,4.0,20.0,10.0,10.0,20.0,10.0,10.0,2012,MEM,Grizzlies,MEM2012,2012-2013,4.0,6.0,5.0,15.0,56.0,26.0,Conference Finals,1.0,0.0,12.0,2.0,1.0,25.3,82.0,47.0,35.0,3941.0,108.3,106.7,1.7,56.1,1.58,16.4,29.5,68.2,49.0,14.1,50.4,54.6,90.44,50.7
Erik Spoelstra,MIA,4,4,66,46,20,312,194,118,312,194,118,0.622,23.0,16.0,7.0,56.0,34.0,22.0,56.0,34.0,22.0,2012,MIA,Heat,MIA2012,2012-2013,3.0,2.0,10.0,15.0,66.0,16.0,NBA Champion,3.0,1.0,8.0,4.0,3.0,30.4,82.0,24.0,58.0,3961.0,102.3,108.2,-6.0,49.7,1.14,14.2,29.7,69.7,49.5,16.6,48.6,53.3,91.22,45.7
Scott Skiles,MIL,4,12,66,31,35,312,146,166,844,427,417,0.506,,,,7.0,3.0,4.0,42.0,18.0,24.0,2012,MIL,Bucks,MIL2012,2012-2013,5.0,6.0,4.0,15.0,38.0,44.0,First Round,0.0,0.0,9.0,3.0,3.0,26.7,82.0,54.0,28.0,3966.0,112.1,106.1,6.0,55.2,1.58,16.4,35.5,70.8,52.8,14.5,51.1,55.3,88.02,53.1
Rick Adelman,MIN,1,21,66,26,40,66,26,40,1627,971,656,0.597,,,,,,,157.0,79.0,78.0,2012,MIN,Timberwolves,MIN2012,2012-2013,5.0,2.0,8.0,15.0,31.0,51.0,Lottery,0.0,0.0,6.0,5.0,4.0,25.5,82.0,32.0,50.0,3961.0,107.0,109.4,-2.5,55.1,1.48,16.0,27.7,69.6,48.0,14.6,50.3,54.4,97.82,46.7
Avery Johnson,NJN,2,6,66,22,44,148,46,102,412,240,172,0.583,,,,,,,47.0,23.0,24.0,2012,NJN,Nets,NJN2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monty Williams,NOH,2,2,66,21,45,148,67,81,148,67,81,0.45299999999999996,,,,6.0,2.0,4.0,6.0,2.0,4.0,2012,NOH,Hornets,NOH2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike D'Antoni,NYK,4,10,42,18,24,288,121,167,727,388,339,0.534,,,,4.0,0.0,4.0,55.0,26.0,29.0,2012,NYK,NY Knicks,NYK2012,2012-2013,1.0,5.0,8.0,15.0,54.0,28.0,Second Round,2.0,0.0,10.0,2.0,3.0,30.3,82.0,39.0,43.0,3981.0,105.8,106.4,-0.6,56.7,1.74,16.7,31.1,71.1,50.8,13.3,48.3,52.4,88.02,49.6
Mike Woodson,NYK,1,7,24,18,6,24,18,6,516,224,292,0.434,5.0,1.0,4.0,5.0,1.0,4.0,34.0,12.0,22.0,2012,NYK,NY Knicks,NYK2012,2012-2013,1.0,5.0,8.0,15.0,54.0,28.0,Second Round,2.0,0.0,10.0,2.0,3.0,30.3,82.0,39.0,43.0,3981.0,105.8,106.4,-0.6,56.7,1.74,16.7,31.1,71.1,50.8,13.3,48.3,52.4,88.02,49.6
Scott Brooks,OKC,4,4,66,47,19,299,174,125,299,174,125,0.5820000000000001,20.0,13.0,7.0,43.0,24.0,19.0,43.0,24.0,19.0,2012,OKC,Thunder,OKC2012,2012-2013,6.0,5.0,4.0,15.0,60.0,22.0,Second Round,2.0,0.0,14.0,1.0,0.0,25.3,82.0,34.0,48.0,3966.0,106.8,109.5,-2.7,55.9,1.52,16.0,28.8,70.3,49.3,14.3,49.7,54.3,91.12,47.4
Stan Van Gundy,ORL,5,8,66,37,29,394,259,135,579,371,208,0.6409999999999999,5.0,1.0,4.0,59.0,31.0,28.0,87.0,48.0,39.0,2012,ORL,Magic,ORL2012,2012-2013,3.0,9.0,2.0,14.0,20.0,62.0,Lottery,0.0,0.0,9.0,4.0,1.0,24.6,82.0,36.0,46.0,3966.0,107.2,108.2,-1.0,55.1,1.49,16.3,29.1,70.7,49.8,14.8,50.1,54.5,97.34,48.9
Doug Collins,PHI,2,10,66,35,31,148,76,72,767,408,359,0.532,13.0,7.0,6.0,18.0,8.0,10.0,56.0,23.0,33.0,2012,PHI,76ers,PHI2012,2012-2013,5.0,5.0,5.0,15.0,34.0,48.0,Lottery,1.0,0.0,10.0,3.0,2.0,25.4,82.0,53.0,29.0,3951.0,109.7,104.0,5.7,67.8,1.76,19.8,31.3,71.8,52.0,16.0,52.4,56.5,94.68,55.0
Alvin Gentry,PHO,4,11,66,33,33,261,145,116,664,322,342,0.485,,,,16.0,10.0,6.0,21.0,12.0,9.0,2012,PHO,Suns,PHO2012,2012-2013,2.0,5.0,8.0,15.0,25.0,57.0,Lottery,0.0,0.0,9.0,4.0,2.0,25.9,82.0,65.0,17.0,3956.0,111.4,103.5,7.9,57.7,1.73,17.3,32.6,69.8,51.4,14.0,51.3,55.5,95.49,54.7
Nate McMillan,POR,7,12,43,20,23,535,266,269,930,478,452,0.514,,,,18.0,6.0,12.0,34.0,14.0,20.0,2012,POR,Trail Blazers,POR2012,2012-2013,10.0,2.0,1.0,14.0,33.0,49.0,Lottery,1.0,0.0,12.0,1.0,1.0,23.6,82.0,29.0,53.0,3976.0,108.0,111.7,-3.7,53.0,1.42,15.4,29.3,65.2,47.3,14.6,49.7,54.9,99.57,47.8
Kaleb Canales,POR,1,1,23,8,15,23,8,15,23,8,15,0.348,,,,,,,,,,2012,POR,Trail Blazers,POR2012,2012-2013,10.0,2.0,1.0,14.0,33.0,49.0,Lottery,1.0,0.0,12.0,1.0,1.0,23.6,82.0,29.0,53.0,3976.0,108.0,111.7,-3.7,53.0,1.42,15.4,29.3,65.2,47.3,14.6,49.7,54.9,99.57,47.8
Paul Westphal,SAC,3,10,7,2,5,171,51,120,597,318,279,0.5329999999999999,,,,,,,49.0,27.0,22.0,2012,SAC,Kings,SAC2012,2012-2013,5.0,6.0,2.0,13.0,28.0,54.0,Lottery,0.0,0.0,10.0,2.0,1.0,24.9,82.0,66.0,16.0,3956.0,111.2,101.6,9.6,55.0,1.59,16.4,30.6,70.7,51.2,14.1,51.9,56.0,89.61,55.9
Keith Smart,SAC,1,3,59,20,39,59,20,39,181,65,116,0.359,,,,,,,,,,2012,SAC,Kings,SAC2012,2012-2013,5.0,6.0,2.0,13.0,28.0,54.0,Lottery,0.0,0.0,10.0,2.0,1.0,24.9,82.0,66.0,16.0,3956.0,111.2,101.6,9.6,55.0,1.59,16.4,30.6,70.7,51.2,14.1,51.9,56.0,89.61,55.9
Gregg Popovich,SAS,16,16,66,50,16,1246,847,399,1246,847,399,0.68,14.0,10.0,4.0,195.0,118.0,77.0,195.0,118.0,77.0,2012,SAS,Spurs,SAS2012,2012-2013,8.0,1.0,6.0,15.0,58.0,24.0,NBA Finals (Loss),2.0,0.0,7.0,6.0,2.0,27.3,82.0,50.0,32.0,3961.0,109.0,107.0,2.0,56.9,1.71,17.0,29.7,70.7,50.4,13.6,50.4,55.0,92.68,52.2
Dwane Casey,TOR,1,3,66,23,43,66,23,43,188,76,112,0.40399999999999997,,,,,,,,,,2012,TOR,Raptors,TOR2012,2012-2013,5.0,4.0,6.0,15.0,34.0,48.0,Lottery,0.0,0.0,9.0,4.0,2.0,25.2,82.0,19.0,63.0,3941.0,104.0,112.1,-8.1,54.8,1.43,15.8,31.3,68.9,49.5,15.1,48.0,52.4,92.26,44.8
Tyrone Corbin,UTA,2,2,66,36,30,94,44,50,94,44,50,0.46799999999999997,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2012,UTA,Jazz,UTA2012,2012-2013,6.0,4.0,5.0,15.0,43.0,39.0,Lottery,0.0,0.0,9.0,5.0,1.0,25.4,82.0,17.0,65.0,3981.0,104.4,113.4,-9.0,54.1,1.28,15.3,28.9,66.9,47.7,16.0,49.1,54.2,95.29,44.0
Flip Saunders,WAS,3,16,17,2,15,181,51,130,1164,638,526,0.5479999999999999,,,,,,,98.0,47.0,51.0,2012,WAS,Wizards,WAS2012,2012-2013,6.0,5.0,4.0,15.0,29.0,53.0,Lottery,0.0,0.0,11.0,2.0,2.0,25.3,82.0,49.0,33.0,3951.0,107.6,105.8,1.8,55.3,1.56,16.3,28.2,70.7,49.6,14.1,50.1,54.8,88.74,51.5
Randy Wittman,WAS,1,6,49,18,31,49,18,31,356,118,238,0.331,,,,,,,,,,2012,WAS,Wizards,WAS2012,2012-2013,6.0,5.0,4.0,15.0,29.0,53.0,Lottery,0.0,0.0,11.0,2.0,2.0,25.3,82.0,49.0,33.0,3951.0,107.6,105.8,1.8,55.3,1.56,16.3,28.2,70.7,49.6,14.1,50.1,54.8,88.74,51.5
Larry Drew,ATL,3,3,82,44,38,230,128,102,230,128,102,0.557,6.0,2.0,4.0,24.0,10.0,14.0,24.0,10.0,14.0,2013,ATL,Hawks,ATL2013,2013-2014,6.0,1.0,7.0,14.0,38.0,44.0,First Round,1.0,0.0,6.0,6.0,2.0,26.1,82.0,33.0,49.0,3961.0,102.9,106.0,-3.1,60.6,1.51,16.7,32.5,68.7,50.0,15.4,47.0,51.5,94.04,48.0
Doc Rivers,BOS,9,14,81,41,40,721,416,305,1060,587,473,0.5539999999999999,6.0,2.0,4.0,106.0,59.0,47.0,121.0,64.0,57.0,2013,BOS,Celtics,BOS2013,2013-2014,4.0,7.0,4.0,15.0,25.0,57.0,Lottery,0.0,0.0,8.0,2.0,5.0,25.6,82.0,66.0,16.0,3951.0,108.8,98.1,10.8,61.4,1.47,17.6,30.6,70.7,51.8,16.4,52.2,56.9,91.88,58.1
Avery Johnson,BRK,3,7,28,14,14,176,60,116,440,254,186,0.5770000000000001,,,,,,,47.0,23.0,24.0,2013,BRK,Nets,BRK2013,2013-2014,2.0,6.0,7.0,15.0,44.0,38.0,Second Round,1.0,0.0,10.0,2.0,3.0,28.4,82.0,48.0,34.0,3976.0,108.5,105.8,2.7,64.4,1.67,18.4,31.6,69.3,50.5,15.5,50.4,55.4,94.47,53.5
P.J. Carlesimo,BRK,1,9,54,35,19,54,35,19,554,239,315,0.431,7.0,3.0,4.0,7.0,3.0,4.0,19.0,6.0,13.0,2013,BRK,Nets,BRK2013,2013-2014,2.0,6.0,7.0,15.0,44.0,38.0,Second Round,1.0,0.0,10.0,2.0,3.0,28.4,82.0,48.0,34.0,3976.0,108.5,105.8,2.7,64.4,1.67,18.4,31.6,69.3,50.5,15.5,50.4,55.4,94.47,53.5
Mike Dunlap,CHA,1,1,82,21,61,82,21,61,82,21,61,0.256,,,,,,,,,,2013,CHA,Bobcats,CHA2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Thibodeau,CHI,3,3,82,45,37,230,157,73,230,157,73,0.6829999999999999,12.0,5.0,7.0,34.0,16.0,18.0,34.0,16.0,18.0,2013,CHI,Bulls,CHI2013,2013-2014,5.0,1.0,9.0,15.0,48.0,34.0,First Round,1.0,0.0,11.0,1.0,3.0,28.1,82.0,22.0,60.0,3946.0,102.7,110.0,-7.3,53.0,1.37,15.6,31.4,70.3,50.1,15.6,48.4,51.8,92.84,43.5
Byron Scott,CLE,3,13,82,24,58,230,64,166,937,416,521,0.444,,,,,,,57.0,33.0,24.0,2013,CLE,Cavaliers,CLE2013,2013-2014,8.0,2.0,5.0,15.0,33.0,49.0,Lottery,1.0,0.0,9.0,3.0,3.0,23.8,82.0,38.0,44.0,3966.0,106.2,108.6,-2.4,51.5,1.19,14.9,29.0,68.9,49.3,16.6,50.3,55.6,95.81,48.3
Rick Carlisle,DAL,5,11,82,41,41,394,239,155,886,520,366,0.5870000000000001,,,,41.0,23.0,18.0,103.0,53.0,50.0,2013,DAL,Mavericks,DAL2013,2013-2014,4.0,1.0,10.0,15.0,49.0,33.0,First Round,1.0,0.0,8.0,5.0,2.0,27.7,82.0,22.0,60.0,3961.0,103.9,110.2,-6.3,51.4,1.26,14.9,27.7,70.6,48.9,15.7,50.0,53.9,96.33,45.1
George Karl,DEN,9,25,82,57,25,680,423,257,1887,1131,756,0.599,6.0,2.0,4.0,59.0,21.0,38.0,185.0,80.0,105.0,2013,DEN,Nuggets,DEN2013,2013-2014,4.0,7.0,4.0,15.0,36.0,46.0,Lottery,0.0,0.0,13.0,1.0,1.0,24.7,82.0,36.0,46.0,3951.0,105.1,106.3,-1.2,60.1,1.51,16.9,27.8,70.1,48.7,15.2,49.8,54.0,98.64,48.5
Lawrence Frank,DET,2,9,82,29,53,148,54,94,614,279,335,0.45399999999999996,,,,,,,38.0,18.0,20.0,2013,DET,Pistons,DET2013,2013-2014,8.0,1.0,6.0,15.0,29.0,53.0,Lottery,0.0,0.0,8.0,5.0,2.0,25.1,82.0,43.0,39.0,3981.0,107.6,107.9,-0.3,53.8,1.49,15.6,32.0,69.5,50.3,14.4,48.9,53.5,90.85,48.8
Mark Jackson,GSW,2,2,82,47,35,148,70,78,148,70,78,0.473,12.0,6.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,2013,GSW,Warriors,GSW2013,2013-2014,7.0,5.0,3.0,15.0,51.0,31.0,First Round,1.0,0.0,12.0,3.0,0.0,26.0,82.0,40.0,42.0,3951.0,105.1,104.7,0.5,54.7,1.43,15.9,35.1,68.8,51.5,15.6,48.2,52.2,91.56,50.0
Kevin McHale,HOU,2,4,82,45,37,148,79,69,242,118,124,0.488,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2013,HOU,Rockets,HOU2013,2013-2014,4.0,3.0,8.0,15.0,54.0,28.0,First Round,2.0,0.0,7.0,4.0,4.0,24.4,82.0,41.0,41.0,3981.0,105.9,106.8,-0.8,59.0,1.64,17.0,30.3,68.4,49.5,14.3,48.9,53.2,89.1,49.5
Frank Vogel,IND,3,3,81,49,32,185,111,74,185,111,74,0.6,19.0,11.0,8.0,35.0,18.0,17.0,35.0,18.0,17.0,2013,IND,Pacers,IND2013,2013-2014,4.0,5.0,6.0,15.0,56.0,26.0,Conference Finals,2.0,0.0,8.0,4.0,3.0,26.7,82.0,20.0,62.0,3966.0,99.6,108.3,-8.6,55.9,1.33,15.9,30.5,70.0,50.2,16.3,46.7,50.9,97.32,45.0
Vinny Del Negro,LAC,3,5,82,56,26,230,128,102,394,210,184,0.5329999999999999,6.0,2.0,4.0,17.0,6.0,11.0,29.0,10.0,19.0,2013,LAC,Clippers,LAC2013,2013-2014,3.0,4.0,7.0,14.0,57.0,25.0,Second Round,2.0,0.0,9.0,5.0,0.0,28.2,82.0,37.0,45.0,3971.0,105.5,107.3,-1.8,60.6,1.48,17.0,32.9,68.2,50.6,16.0,48.3,53.5,92.35,49.8
Mike Brown,LAL,2,7,5,1,4,71,42,29,481,314,167,0.653,,,,12.0,5.0,7.0,83.0,47.0,36.0,2013,LAL,Lakers,LAL2013,2013-2014,3.0,5.0,7.0,15.0,27.0,55.0,Lottery,1.0,0.0,11.0,3.0,1.0,26.8,82.0,32.0,50.0,3976.0,103.7,108.2,-4.5,59.1,1.45,16.6,29.4,67.4,48.3,15.7,49.2,53.2,92.75,46.9
Bernie Bickerstaff,LAL,1,14,5,4,1,5,4,1,937,419,518,0.447,,,,,,,33.0,12.0,21.0,2013,LAL,Lakers,LAL2013,2013-2014,3.0,5.0,7.0,15.0,27.0,55.0,Lottery,1.0,0.0,11.0,3.0,1.0,26.8,82.0,32.0,50.0,3976.0,103.7,108.2,-4.5,59.1,1.45,16.6,29.4,67.4,48.3,15.7,49.2,53.2,92.75,46.9
Mike D'Antoni,LAL,1,11,72,40,32,72,40,32,799,428,371,0.536,4.0,0.0,4.0,4.0,0.0,4.0,59.0,26.0,33.0,2013,LAL,Lakers,LAL2013,2013-2014,3.0,5.0,7.0,15.0,27.0,55.0,Lottery,1.0,0.0,11.0,3.0,1.0,26.8,82.0,32.0,50.0,3976.0,103.7,108.2,-4.5,59.1,1.45,16.6,29.4,67.4,48.3,15.7,49.2,53.2,92.75,46.9
Lionel Hollins,MEM,7,7,82,56,26,415,214,201,415,214,201,0.516,15.0,8.0,7.0,35.0,18.0,17.0,35.0,18.0,17.0,2013,MEM,Grizzlies,MEM2013,2013-2014,4.0,7.0,3.0,15.0,50.0,32.0,First Round,0.0,0.0,11.0,4.0,0.0,27.1,82.0,57.0,25.0,3956.0,111.7,104.3,7.3,61.7,1.73,18.1,29.7,70.2,50.7,14.5,52.5,57.0,96.7,55.1
Erik Spoelstra,MIA,5,5,82,66,16,394,260,134,394,260,134,0.66,23.0,16.0,7.0,79.0,50.0,29.0,79.0,50.0,29.0,2013,MIA,Heat,MIA2013,2013-2014,3.0,3.0,9.0,15.0,54.0,28.0,NBA Finals (Loss),3.0,0.0,9.0,4.0,2.0,29.4,82.0,48.0,34.0,3956.0,110.4,108.5,1.9,53.9,1.69,16.3,30.1,67.2,48.1,13.1,51.1,54.8,99.96,49.6
Scott Skiles,MIL,5,13,32,16,16,344,162,182,876,443,433,0.506,,,,7.0,3.0,4.0,42.0,18.0,24.0,2013,MIL,Bucks,MIL2013,2013-2014,5.0,5.0,5.0,15.0,15.0,67.0,Lottery,0.0,0.0,7.0,5.0,3.0,24.5,82.0,35.0,47.0,3986.0,103.7,105.0,-1.3,60.7,1.36,17.0,32.1,68.6,50.4,17.3,49.4,53.6,89.18,49.5
Jim Boylan,MIL,1,2,50,22,28,50,22,28,106,46,60,0.434,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2013,MIL,Bucks,MIL2013,2013-2014,5.0,5.0,5.0,15.0,15.0,67.0,Lottery,0.0,0.0,7.0,5.0,3.0,24.5,82.0,35.0,47.0,3986.0,103.7,105.0,-1.3,60.7,1.36,17.0,32.1,68.6,50.4,17.3,49.4,53.6,89.18,49.5
Rick Adelman,MIN,2,22,82,31,51,148,57,91,1709,1002,707,0.586,,,,,,,157.0,79.0,78.0,2013,MIN,Timberwolves,MIN2013,2013-2014,6.0,4.0,5.0,15.0,40.0,42.0,Lottery,1.0,0.0,6.0,6.0,3.0,25.6,82.0,55.0,27.0,3946.0,105.4,100.5,4.8,58.5,1.56,16.8,32.3,71.1,51.9,15.0,49.2,52.8,91.42,53.5
Monty Williams,NOH,3,3,82,27,55,230,94,136,230,94,136,0.409,,,,6.0,2.0,4.0,6.0,2.0,4.0,2013,NOH,Hornets,NOH2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Woodson,NYK,2,8,82,54,28,106,72,34,598,278,320,0.465,12.0,6.0,6.0,17.0,7.0,10.0,46.0,18.0,28.0,2013,NYK,NY Knicks,NYK2013,2013-2014,2.0,5.0,8.0,15.0,37.0,45.0,Lottery,1.0,0.0,12.0,1.0,2.0,27.7,82.0,62.0,20.0,3976.0,109.5,101.6,7.9,60.6,1.45,17.8,31.4,71.5,52.4,16.9,52.8,57.1,91.15,56.2
Scott Brooks,OKC,5,5,82,60,22,381,234,147,381,234,147,0.614,11.0,5.0,6.0,54.0,29.0,25.0,54.0,29.0,25.0,2013,OKC,Thunder,OKC2013,2013-2014,9.0,3.0,3.0,15.0,59.0,23.0,Conference Finals,1.0,1.0,14.0,1.0,0.0,25.5,82.0,23.0,59.0,3961.0,99.9,107.4,-7.5,61.4,1.47,16.7,26.7,70.3,48.4,15.3,46.5,51.9,93.38,46.1
Jacque Vaughn,ORL,1,1,82,20,62,82,20,62,82,20,62,0.244,,,,,,,,,,2013,ORL,Magic,ORL2013,2013-2014,4.0,5.0,4.0,13.0,23.0,59.0,Lottery,0.0,0.0,8.0,3.0,2.0,24.2,82.0,56.0,26.0,3946.0,106.0,100.7,5.3,58.5,1.66,17.1,26.8,73.3,50.3,14.0,50.4,54.3,89.72,53.3
Doug Collins,PHI,3,11,82,34,48,230,110,120,849,442,407,0.521,,,,18.0,8.0,10.0,56.0,23.0,33.0,2013,PHI,76ers,PHI2013,2013-2014,4.0,4.0,6.0,15.0,19.0,63.0,Lottery,0.0,0.0,9.0,1.0,5.0,22.9,82.0,45.0,37.0,3971.0,104.8,105.4,-0.6,55.8,1.43,15.7,33.4,71.5,51.8,15.2,48.0,52.0,91.06,49.0
Alvin Gentry,PHO,5,12,41,13,28,302,158,144,705,335,370,0.475,,,,16.0,10.0,6.0,21.0,12.0,9.0,2013,PHO,Suns,PHO2013,2013-2014,3.0,6.0,6.0,15.0,48.0,34.0,Lottery,0.0,0.0,10.0,2.0,3.0,25.5,82.0,23.0,59.0,3976.0,103.5,110.4,-6.8,51.6,1.29,14.7,32.1,69.7,50.2,15.5,47.5,51.8,92.76,44.0
Lindsey Hunter,PHO,1,1,41,12,29,41,12,29,41,12,29,0.293,,,,,,,,,,2013,PHO,Suns,PHO2013,2013-2014,3.0,6.0,6.0,15.0,48.0,34.0,Lottery,0.0,0.0,10.0,2.0,3.0,25.5,82.0,23.0,59.0,3976.0,103.5,110.4,-6.8,51.6,1.29,14.7,32.1,69.7,50.2,15.5,47.5,51.8,92.76,44.0
Terry Stotts,POR,1,5,82,33,49,82,33,49,365,148,217,0.405,,,,,,,5.0,1.0,4.0,2013,POR,Trail Blazers,POR2013,2013-2014,9.0,2.0,4.0,15.0,54.0,28.0,Second Round,2.0,0.0,10.0,4.0,1.0,24.8,82.0,51.0,31.0,3946.0,109.5,104.7,4.8,56.9,1.66,16.7,30.0,71.6,51.4,13.8,50.2,55.4,91.38,53.6
Keith Smart,SAC,2,4,82,28,54,141,48,93,263,93,170,0.354,,,,,,,,,,2013,SAC,Kings,SAC2013,2013-2014,5.0,6.0,4.0,15.0,28.0,54.0,Lottery,0.0,0.0,8.0,5.0,2.0,25.5,82.0,41.0,41.0,3966.0,108.9,105.6,3.3,62.0,2.04,18.7,26.9,70.9,48.9,12.7,51.1,55.1,91.35,51.9
Gregg Popovich,SAS,17,17,82,58,24,1328,905,423,1328,905,423,0.6809999999999999,21.0,15.0,6.0,216.0,133.0,83.0,216.0,133.0,83.0,2013,SAS,Spurs,SAS2013,2013-2014,6.0,2.0,7.0,15.0,62.0,20.0,NBA Champion,1.0,0.0,9.0,5.0,1.0,27.7,82.0,50.0,32.0,3971.0,108.9,105.5,3.4,61.2,1.68,17.7,29.2,68.6,49.4,14.4,51.0,55.7,100.58,52.9
Dwane Casey,TOR,2,4,82,34,48,148,57,91,270,110,160,0.40700000000000003,,,,,,,,,,2013,TOR,Raptors,TOR2013,2013-2014,3.0,8.0,4.0,15.0,48.0,34.0,First Round,1.0,0.0,8.0,4.0,3.0,25.7,82.0,56.0,26.0,3961.0,110.0,104.4,5.6,56.4,1.83,17.2,30.0,71.7,50.6,13.0,51.2,54.8,91.04,52.6
Tyrone Corbin,UTA,3,3,82,43,39,176,87,89,176,87,89,0.494,,,,4.0,0.0,4.0,4.0,0.0,4.0,2013,UTA,Jazz,UTA2013,2013-2014,6.0,4.0,3.0,15.0,25.0,57.0,Lottery,0.0,0.0,9.0,2.0,4.0,24.1,82.0,26.0,56.0,3971.0,103.9,111.1,-7.2,58.2,1.45,16.5,33.2,69.4,50.6,15.8,48.2,52.2,92.61,45.2
Randy Wittman,WAS,2,7,82,29,53,131,47,84,438,147,291,0.336,,,,,,,,,,2013,WAS,Wizards,WAS2013,2013-2014,7.0,4.0,4.0,15.0,44.0,38.0,Second Round,1.0,0.0,11.0,3.0,1.0,26.3,82.0,59.0,23.0,3946.0,109.8,101.5,8.3,61.1,1.92,17.8,32.7,70.0,51.3,13.1,49.5,53.9,88.54,55.2
Mike Budenholzer,ATL,1,1,82,38,44,82,38,44,82,38,44,0.46299999999999997,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2014,ATL,Hawks,ATL2014,2014-2015,6.0,2.0,7.0,15.0,60.0,22.0,Conference Finals,4.0,0.0,8.0,5.0,2.0,26.9,82.0,67.0,15.0,3951.0,109.7,102.1,7.6,54.2,1.43,16.0,32.0,71.9,52.2,15.2,50.9,55.9,90.68,55.2
Brad Stevens,BOS,1,1,82,25,57,82,25,57,82,25,57,0.305,,,,,,,,,,2014,BOS,Celtics,BOS2014,2014-2015,5.0,7.0,3.0,15.0,40.0,42.0,First Round,0.0,0.0,8.0,4.0,3.0,24.2,82.0,47.0,35.0,3951.0,105.7,104.4,1.2,60.1,1.65,17.5,25.0,71.1,48.1,14.3,50.4,55.0,93.86,51.4
Jason Kidd,BRK,1,1,82,44,38,82,44,38,82,44,38,0.537,12.0,5.0,7.0,12.0,5.0,7.0,12.0,5.0,7.0,2014,BRK,Nets,BRK2014,2014-2015,5.0,5.0,5.0,15.0,38.0,44.0,First Round,0.0,0.0,8.0,5.0,2.0,26.2,82.0,33.0,49.0,4001.0,102.4,106.3,-3.9,62.0,1.5,17.1,29.9,68.2,48.5,15.8,48.0,52.4,93.11,47.1
Steve Clifford,CHA,1,1,82,43,39,82,43,39,82,43,39,0.524,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2014,CHA,Bobcats,CHA2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Thibodeau,CHI,4,4,82,48,34,312,205,107,312,205,107,0.657,5.0,1.0,4.0,39.0,17.0,22.0,39.0,17.0,22.0,2014,CHI,Bulls,CHI2014,2014-2015,8.0,0.0,6.0,14.0,50.0,32.0,Second Round,2.0,0.0,12.0,2.0,0.0,27.6,82.0,49.0,33.0,3956.0,104.0,98.8,5.2,60.1,1.4,17.0,31.9,70.7,51.4,16.8,49.3,53.4,94.47,53.9
Mike Brown,CLE,6,8,82,33,49,492,305,187,563,347,216,0.616,,,,71.0,42.0,29.0,83.0,47.0,36.0,2014,CLE,Cavaliers,CLE2014,2014-2015,4.0,5.0,6.0,15.0,53.0,29.0,NBA Finals (Loss),2.0,0.0,10.0,3.0,2.0,28.1,82.0,42.0,40.0,4006.0,107.3,107.5,-0.2,59.6,1.45,17.1,30.0,69.0,49.6,16.1,51.1,55.4,94.58,49.9
